League,Year,Week,Home Team,Home Score,Home Predicted Score,Away Team,Away Score,Away Predicted Score,Predicted Winner,Actual Winner
THE BEST OF THE BEST,2022,16,Crazy Kat,107.48,104.55,The  Dream crusher,119.46,104.89,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,16,Maid of Honor,73.6,81.47,Lucky #13s,59.9,102.89,Lucky #13s,Maid of Honor
THE BEST OF THE BEST,2022,16,Breece’s  Pieces,79.2,95.27,The Truth Hurts,124.0,87.22,Breece’s  Pieces,The Truth Hurts
THE BEST OF THE BEST,2022,16,Free  Brady,97.76,91.17,Team Rodriguez,112.36,95.17,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2022,16,Dirty Tone and  The Boys,70.16,85.63,Peter Pan + the Lost Boys ,105.88,79.92,Dirty Tone and  The Boys,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2022,16,Saving Private Ryan,77.2,61.95,Need a New Name,56.5,84.05,Need a New Name,Saving Private Ryan
THE BEST OF THE BEST,2022,17,the   jadey bunch,67.6,67.6,The  Dream crusher,86.42,86.42,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2022,17,Crazy Kat,72.6,72.6,Wu-Tangs Killabeez,123.38,123.38,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2022,17,Maid of Honor,102.58,102.58,The Truth Hurts,83.36,83.36,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2022,17,Lucky #13s,76.56,76.56,Breece’s  Pieces,47.1,47.1,Lucky #13s,Lucky #13s
THE BEST OF THE BEST,2022,17,Team Rodriguez,104.4,104.4,Peter Pan + the Lost Boys ,82.98,82.98,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2022,17,Free  Brady,112.18,112.18,Saving Private Ryan,87.1,87.1,Free  Brady,Free  Brady
THE BEST OF THE BEST,2022,17,Dirty Tone and  The Boys,33.68,33.68,Need a New Name,79.0,79.0,Need a New Name,Need a New Name
THE BEST OF THE BEST,2023,1,Wu-Tangs Killabeez,85.02,20.57,Peter Pan + the Lost Boys ,106.46,8.41,Wu-Tangs Killabeez,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,1,Dirty Tone and  The Boys,76.88,7.71,Team Rodriguez,84.88,19.79,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2023,1,Taco Tuesday Everyday,120.28,7.99,The Upside Down,86.38,24.16,The Upside Down,Taco Tuesday Everyday
THE BEST OF THE BEST,2023,1,Rollin' with Mahomies,79.42,10.68,Crazy Kat,71.86,22.73,Crazy Kat,Rollin' with Mahomies
THE BEST OF THE BEST,2023,1,Off Script ,105.14,7.92,The  Dream crusher,105.74,8.59,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,1,Toon Squad,86.86,8.02,the   jadey bunch,98.92,8.29,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2023,1,Team Sunshine,127.24,7.9,Maid of Honor,95.7,8.09,Maid of Honor,Team Sunshine
THE BEST OF THE BEST,2023,2,Team Rodriguez,105.2,101.98,The Upside Down,95.68,98.96,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2023,2,Crazy Kat,130.7,119.66,Wu-Tangs Killabeez,120.9,111.64,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2023,2,The  Dream crusher,123.12,110.33,Peter Pan + the Lost Boys ,111.92,106.71,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,2,the   jadey bunch,132.68,110.47,Dirty Tone and  The Boys,113.7,102.4,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2023,2,Maid of Honor,104.26,117.58,Taco Tuesday Everyday,88.74,97.31,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2023,2,Toon Squad,110.88,115.27,Rollin' with Mahomies,94.92,112.7,Toon Squad,Toon Squad
THE BEST OF THE BEST,2023,2,Team Sunshine,73.28,109.38,Off Script ,157.08,109.69,Off Script ,Off Script 
THE BEST OF THE BEST,2023,3,Crazy Kat,80.78,109.92,The  Dream crusher,147.34,117.72,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,3,Team Rodriguez,131.82,107.04,the   jadey bunch,101.04,114.11,the   jadey bunch,Team Rodriguez
THE BEST OF THE BEST,2023,3,The Upside Down,125.72,111.38,Maid of Honor,102.52,113.27,Maid of Honor,The Upside Down
THE BEST OF THE BEST,2023,3,Wu-Tangs Killabeez,96.16,110.08,Toon Squad,108.06,112.84,Toon Squad,Toon Squad
THE BEST OF THE BEST,2023,3,Peter Pan + the Lost Boys ,105.76,111.19,Team Sunshine,103.42,111.65,Team Sunshine,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,3,Dirty Tone and  The Boys,146.84,110.9,Rollin' with Mahomies,140.12,110.73,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,3,Taco Tuesday Everyday,86.76,87.97,Off Script ,113.14,116.9,Off Script ,Off Script 
THE BEST OF THE BEST,2023,4,the   jadey bunch,168.46,107.25,Maid of Honor,113.8,115.73,Maid of Honor,the   jadey bunch
THE BEST OF THE BEST,2023,4,Toon Squad,87.92,116.01,Crazy Kat,116.2,109.23,Toon Squad,Crazy Kat
THE BEST OF THE BEST,2023,4,Team Sunshine,117.42,103.24,The  Dream crusher,117.28,112.29,The  Dream crusher,Team Sunshine
THE BEST OF THE BEST,2023,4,Rollin' with Mahomies,92.42,111.07,Team Rodriguez,109.38,110.09,Rollin' with Mahomies,Team Rodriguez
THE BEST OF THE BEST,2023,4,Off Script ,111.2,115.86,The Upside Down,106.12,109.55,Off Script ,Off Script 
THE BEST OF THE BEST,2023,4,Dirty Tone and  The Boys,78.04,111.07,Wu-Tangs Killabeez,94.94,107.33,Dirty Tone and  The Boys,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,4,Taco Tuesday Everyday,90.1,85.37,Peter Pan + the Lost Boys ,79.64,102.89,Peter Pan + the Lost Boys ,Taco Tuesday Everyday
THE BEST OF THE BEST,2023,5,Toon Squad,124.38,107.55,Team Sunshine,74.98,98.91,Toon Squad,Toon Squad
THE BEST OF THE BEST,2023,5,the   jadey bunch,120.58,114.27,Rollin' with Mahomies,76.44,99.72,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2023,5,Maid of Honor,92.8,109.35,Off Script ,72.8,108.91,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2023,5,Crazy Kat,106.12,101.69,Dirty Tone and  The Boys,80.8,104.32,Dirty Tone and  The Boys,Crazy Kat
THE BEST OF THE BEST,2023,5,The  Dream crusher,120.44,101.36,Taco Tuesday Everyday,78.62,86.78,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,5,Team Rodriguez,151.2,106.35,Wu-Tangs Killabeez,115.3,115.77,Wu-Tangs Killabeez,Team Rodriguez
THE BEST OF THE BEST,2023,5,The Upside Down,129.3,107.9,Peter Pan + the Lost Boys ,94.7,102.16,The Upside Down,The Upside Down
THE BEST OF THE BEST,2023,6,Rollin' with Mahomies,106.18,120.42,Off Script ,95.02,109.03,Rollin' with Mahomies,Rollin' with Mahomies
THE BEST OF THE BEST,2023,6,Dirty Tone and  The Boys,75.76,103.97,Toon Squad,123.64,121.89,Toon Squad,Toon Squad
THE BEST OF THE BEST,2023,6,Taco Tuesday Everyday,86.08,92.95,Team Sunshine,93.94,96.45,Team Sunshine,Team Sunshine
THE BEST OF THE BEST,2023,6,Wu-Tangs Killabeez,118.18,103.94,the   jadey bunch,67.24,110.68,the   jadey bunch,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,6,Peter Pan + the Lost Boys ,134.42,115.22,Maid of Honor,101.32,113.34,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,6,Team Rodriguez,110.8,120.72,Crazy Kat,103.7,112.13,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2023,6,The Upside Down,86.54,98.95,The  Dream crusher,132.48,113.56,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,7,Dirty Tone and  The Boys,99.34,87.57,Taco Tuesday Everyday,76.2,104.12,Taco Tuesday Everyday,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,7,Rollin' with Mahomies,111.12,108.21,Wu-Tangs Killabeez,86.62,94.69,Rollin' with Mahomies,Rollin' with Mahomies
THE BEST OF THE BEST,2023,7,Off Script ,132.38,111.31,Peter Pan + the Lost Boys ,104.6,108.1,Off Script ,Off Script 
THE BEST OF THE BEST,2023,7,Toon Squad,133.98,118.33,Team Rodriguez,96.14,100.91,Toon Squad,Toon Squad
THE BEST OF THE BEST,2023,7,Team Sunshine,101.36,97.7,The Upside Down,88.66,97.45,Team Sunshine,Team Sunshine
THE BEST OF THE BEST,2023,7,the   jadey bunch,88.44,83.64,Crazy Kat,92.6,101.36,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2023,7,Maid of Honor,111.02,113.8,The  Dream crusher,88.22,108.73,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2023,8,Peter Pan + the Lost Boys ,136.16,117.72,Team Rodriguez,81.36,108.4,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,8,The Upside Down,89.74,102.52,Crazy Kat,114.66,95.82,The Upside Down,Crazy Kat
THE BEST OF THE BEST,2023,8,The  Dream crusher,111.28,113.78,the   jadey bunch,111.28,96.87,The  Dream crusher,Tie
THE BEST OF THE BEST,2023,8,Maid of Honor,129.2,111.2,Toon Squad,124.22,127.06,Toon Squad,Maid of Honor
THE BEST OF THE BEST,2023,8,Team Sunshine,124.74,105.84,Rollin' with Mahomies,78.66,115.05,Rollin' with Mahomies,Team Sunshine
THE BEST OF THE BEST,2023,8,Off Script ,109.78,113.52,Dirty Tone and  The Boys,106.82,99.62,Off Script ,Off Script 
THE BEST OF THE BEST,2023,8,Taco Tuesday Everyday,105.74,97.22,Wu-Tangs Killabeez,98.38,99.54,Wu-Tangs Killabeez,Taco Tuesday Everyday
THE BEST OF THE BEST,2023,9,Crazy Kat,100.52,100.73,Peter Pan + the Lost Boys ,114.06,126.68,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,9,the   jadey bunch,94.72,103.35,The Upside Down,113.52,108.28,The Upside Down,The Upside Down
THE BEST OF THE BEST,2023,9,Toon Squad,79.4,109.54,The  Dream crusher,96.94,105.92,Toon Squad,The  Dream crusher
THE BEST OF THE BEST,2023,9,Rollin' with Mahomies,72.28,110.58,Maid of Honor,115.64,90.91,Rollin' with Mahomies,Maid of Honor
THE BEST OF THE BEST,2023,9,Dirty Tone and  The Boys,116.98,97.16,Team Sunshine,75.62,93.09,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,9,Wu-Tangs Killabeez,102.88,96.0,Off Script ,99.98,111.43,Off Script ,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,9,Team Rodriguez,65.02,97.84,Taco Tuesday Everyday,100.28,94.46,Team Rodriguez,Taco Tuesday Everyday
THE BEST OF THE BEST,2023,10,Peter Pan + the Lost Boys ,150.42,116.25,the   jadey bunch,96.6,91.42,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,10,The Upside Down,107.36,111.53,Toon Squad,137.42,96.12,The Upside Down,Toon Squad
THE BEST OF THE BEST,2023,10,The  Dream crusher,102.24,109.34,Rollin' with Mahomies,111.72,88.11,The  Dream crusher,Rollin' with Mahomies
THE BEST OF THE BEST,2023,10,Maid of Honor,85.14,103.06,Dirty Tone and  The Boys,108.4,96.6,Maid of Honor,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,10,Team Sunshine,63.86,104.92,Wu-Tangs Killabeez,152.22,106.6,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,10,Off Script ,121.36,112.63,Team Rodriguez,77.8,67.2,Off Script ,Off Script 
THE BEST OF THE BEST,2023,10,Taco Tuesday Everyday,72.62,105.53,Crazy Kat,80.28,101.75,Taco Tuesday Everyday,Crazy Kat
THE BEST OF THE BEST,2023,11,Toon Squad,85.84,106.55,Peter Pan + the Lost Boys ,107.62,124.27,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,11,Rollin' with Mahomies,107.92,108.95,The Upside Down,111.28,113.35,The Upside Down,The Upside Down
THE BEST OF THE BEST,2023,11,Dirty Tone and  The Boys,90.36,104.99,The  Dream crusher,85.66,102.44,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,11,Wu-Tangs Killabeez,108.44,115.4,Maid of Honor,104.62,107.98,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,11,Team Rodriguez,118.76,108.45,Team Sunshine,140.96,101.47,Team Rodriguez,Team Sunshine
THE BEST OF THE BEST,2023,11,Crazy Kat,98.5,92.61,Off Script ,126.5,112.61,Off Script ,Off Script 
THE BEST OF THE BEST,2023,11,the   jadey bunch,87.2,102.13,Taco Tuesday Everyday,75.16,102.75,Taco Tuesday Everyday,the   jadey bunch
THE BEST OF THE BEST,2023,12,Peter Pan + the Lost Boys ,149.18,135.98,Rollin' with Mahomies,93.62,109.87,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,12,The Upside Down,88.94,98.66,Dirty Tone and  The Boys,96.26,105.73,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,12,The  Dream crusher,141.64,110.42,Wu-Tangs Killabeez,90.48,108.05,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,12,Maid of Honor,109.92,112.79,Team Rodriguez,98.9,105.81,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2023,12,Team Sunshine,145.98,107.13,Crazy Kat,111.66,102.67,Team Sunshine,Team Sunshine
THE BEST OF THE BEST,2023,12,Off Script ,126.1,118.25,the   jadey bunch,112.56,104.31,Off Script ,Off Script 
THE BEST OF THE BEST,2023,12,Taco Tuesday Everyday,91.42,104.22,Toon Squad,117.16,113.49,Toon Squad,Toon Squad
THE BEST OF THE BEST,2023,13,The Upside Down,108.08,88.79,Wu-Tangs Killabeez,112.82,105.92,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,13,The  Dream crusher,103.92,101.82,Team Rodriguez,68.8,76.02,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,13,Maid of Honor,111.0,107.84,Crazy Kat,115.94,94.94,Maid of Honor,Crazy Kat
THE BEST OF THE BEST,2023,13,Team Sunshine,99.1,105.51,the   jadey bunch,146.06,100.96,Team Sunshine,the   jadey bunch
THE BEST OF THE BEST,2023,13,Off Script ,70.2,106.58,Toon Squad,126.3,113.39,Toon Squad,Toon Squad
THE BEST OF THE BEST,2023,13,Taco Tuesday Everyday,88.56,93.31,Rollin' with Mahomies,129.2,96.11,Rollin' with Mahomies,Rollin' with Mahomies
THE BEST OF THE BEST,2023,13,Peter Pan + the Lost Boys ,137.26,118.8,Dirty Tone and  The Boys,82.96,98.29,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,14,Team Rodriguez,105.12,110.69,Peter Pan + the Lost Boys ,115.54,116.59,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,14,Crazy Kat,107.32,106.2,The Upside Down,131.1,103.61,Crazy Kat,The Upside Down
THE BEST OF THE BEST,2023,14,the   jadey bunch,95.56,107.34,The  Dream crusher,119.1,105.11,the   jadey bunch,The  Dream crusher
THE BEST OF THE BEST,2023,14,Toon Squad,103.94,112.74,Maid of Honor,128.02,112.97,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2023,14,Rollin' with Mahomies,91.46,104.37,Team Sunshine,79.52,98.26,Rollin' with Mahomies,Rollin' with Mahomies
THE BEST OF THE BEST,2023,14,Dirty Tone and  The Boys,63.48,103.11,Off Script ,115.64,109.98,Off Script ,Off Script 
THE BEST OF THE BEST,2023,14,Wu-Tangs Killabeez,58.44,97.1,Taco Tuesday Everyday,87.84,82.01,Wu-Tangs Killabeez,Taco Tuesday Everyday
THE BEST OF THE BEST,2023,15,Peter Pan + the Lost Boys ,91.7,106.95,the   jadey bunch,90.22,111.38,the   jadey bunch,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,15,Toon Squad,143.94,111.27,Maid of Honor,138.74,115.59,Maid of Honor,Toon Squad
THE BEST OF THE BEST,2023,15,Off Script ,88.22,107.69,Crazy Kat,77.04,118.57,Crazy Kat,Off Script 
THE BEST OF THE BEST,2023,15,The  Dream crusher,96.08,101.38,Team Sunshine,122.02,105.05,Team Sunshine,Team Sunshine
THE BEST OF THE BEST,2023,15,Wu-Tangs Killabeez,127.42,102.53,Team Rodriguez,84.5,105.7,Team Rodriguez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,15,Rollin' with Mahomies,127.48,102.13,Dirty Tone and  The Boys,83.66,95.31,Rollin' with Mahomies,Rollin' with Mahomies
THE BEST OF THE BEST,2023,15,The Upside Down,100.38,109.59,Taco Tuesday Everyday,95.02,81.98,The Upside Down,The Upside Down
THE BEST OF THE BEST,2023,16,Peter Pan + the Lost Boys ,131.92,123.21,Toon Squad,96.16,107.91,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,16,Off Script ,110.18,113.41,Team Sunshine,89.3,108.23,Off Script ,Off Script 
THE BEST OF THE BEST,2023,16,The  Dream crusher,108.58,101.29,Maid of Honor,94.26,112.53,Maid of Honor,The  Dream crusher
THE BEST OF THE BEST,2023,16,Crazy Kat,123.38,86.37,the   jadey bunch,133.22,111.43,the   jadey bunch,the   jadey bunch
THE BEST OF THE BEST,2023,16,Wu-Tangs Killabeez,116.32,97.5,Rollin' with Mahomies,103.54,109.12,Rollin' with Mahomies,Wu-Tangs Killabeez
THE BEST OF THE BEST,2023,16,Team Rodriguez,84.02,108.62,The Upside Down,111.9,110.28,The Upside Down,The Upside Down
THE BEST OF THE BEST,2023,16,Dirty Tone and  The Boys,116.32,80.6,Taco Tuesday Everyday,78.86,99.25,Taco Tuesday Everyday,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,17,Peter Pan + the Lost Boys ,158.28,158.28,Off Script ,124.3,124.3,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2023,17,Toon Squad,107.24,107.24,Team Sunshine,120.8,120.8,Team Sunshine,Team Sunshine
THE BEST OF THE BEST,2023,17,The  Dream crusher,88.56,88.56,the   jadey bunch,86.28,86.28,The  Dream crusher,The  Dream crusher
THE BEST OF THE BEST,2023,17,Maid of Honor,87.38,87.38,Crazy Kat,81.84,81.84,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2023,17,Wu-Tangs Killabeez,105.6,105.6,The Upside Down,125.48,125.48,The Upside Down,The Upside Down
THE BEST OF THE BEST,2023,17,Rollin' with Mahomies,96.6,96.6,Dirty Tone and  The Boys,120.96,120.96,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2023,17,Team Rodriguez,107.8,107.8,Taco Tuesday Everyday,101.26,101.26,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2024,1,Wu-Tangs Killabeez,81.22,116.38,Peter Pan + the Lost Boys ,91.02,110.82,Wu-Tangs Killabeez,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2024,1,Dirty Tone and  The Boys,112.6,112.99,Team Rodriguez,131.94,107.55,Dirty Tone and  The Boys,Team Rodriguez
THE BEST OF THE BEST,2024,1,Taco Tuesday Everyday,145.88,117.16,The Upside Down,118.88,110.11,Taco Tuesday Everyday,Taco Tuesday Everyday
THE BEST OF THE BEST,2024,1,Terrell Suggs to be you,97.12,115.98,Crazy Kat,115.5,114.52,Terrell Suggs to be you,Crazy Kat
THE BEST OF THE BEST,2024,1,It HURTS being an Eagles fan ,105.2,110.47,The  Dream crusher,91.2,102.53,It HURTS being an Eagles fan ,It HURTS being an Eagles fan 
THE BEST OF THE BEST,2024,1,Toon Squad,112.2,109.78,the   jadey bunch,91.86,83.42,Toon Squad,Toon Squad
THE BEST OF THE BEST,2024,1,sports,71.04,108.7,Maid of Honor,97.0,112.09,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2024,2,Team Rodriguez,116.18,111.94,The Upside Down,63.2,92.74,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2024,2,Crazy Kat,87.72,115.45,Wu-Tangs Killabeez,97.12,115.62,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2024,2,The  Dream crusher,69.86,108.03,Peter Pan + the Lost Boys ,120.82,117.01,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2024,2,the   jadey bunch,82.88,105.1,Dirty Tone and  The Boys,153.12,114.25,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2024,2,Maid of Honor,112.94,112.34,Taco Tuesday Everyday,118.92,115.31,Taco Tuesday Everyday,Taco Tuesday Everyday
THE BEST OF THE BEST,2024,2,Toon Squad,90.88,102.6,Terrell Suggs to be you,119.54,124.07,Terrell Suggs to be you,Terrell Suggs to be you
THE BEST OF THE BEST,2024,2,sports,142.22,113.39,It HURTS being an Eagles fan ,112.86,115.71,It HURTS being an Eagles fan ,sports
THE BEST OF THE BEST,2024,3,Crazy Kat,98.24,116.12,The  Dream crusher,96.34,106.24,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2024,3,Team Rodriguez,118.3,111.39,the   jadey bunch,67.86,87.47,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2024,3,The Upside Down,54.92,97.02,Maid of Honor,103.18,111.45,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2024,3,Wu-Tangs Killabeez,115.16,112.85,Toon Squad,97.58,100.21,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2024,3,Peter Pan + the Lost Boys ,132.08,114.66,sports,129.54,114.1,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2024,3,Dirty Tone and  The Boys,77.9,117.47,Terrell Suggs to be you,175.04,114.34,Dirty Tone and  The Boys,Terrell Suggs to be you
THE BEST OF THE BEST,2024,3,Taco Tuesday Everyday,129.34,115.43,It HURTS being an Eagles fan ,112.48,109.72,Taco Tuesday Everyday,Taco Tuesday Everyday
THE BEST OF THE BEST,2024,4,the   jadey bunch,91.58,87.68,Maid of Honor,109.3,111.62,Maid of Honor,Maid of Honor
THE BEST OF THE BEST,2024,4,Toon Squad,94.06,98.29,Crazy Kat,98.88,108.05,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2024,4,sports,74.56,116.59,The  Dream crusher,72.74,101.06,sports,sports
THE BEST OF THE BEST,2024,4,Terrell Suggs to be you,109.98,107.76,Team Rodriguez,133.24,114.49,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2024,4,It HURTS being an Eagles fan ,99.72,99.97,The Upside Down,98.06,96.13,It HURTS being an Eagles fan ,It HURTS being an Eagles fan 
THE BEST OF THE BEST,2024,4,Dirty Tone and  The Boys,129.1,100.28,Wu-Tangs Killabeez,113.8,111.52,Wu-Tangs Killabeez,Dirty Tone and  The Boys
THE BEST OF THE BEST,2024,4,Taco Tuesday Everyday,114.06,117.39,Peter Pan + the Lost Boys ,71.06,116.46,Taco Tuesday Everyday,Taco Tuesday Everyday
THE BEST OF THE BEST,2024,5,Toon Squad,91.8,94.39,sports,132.14,105.73,sports,sports
THE BEST OF THE BEST,2024,5,the   jadey bunch,100.68,75.74,Terrell Suggs to be you,96.86,103.97,Terrell Suggs to be you,the   jadey bunch
THE BEST OF THE BEST,2024,5,Maid of Honor,97.48,104.39,It HURTS being an Eagles fan ,103.36,91.3,Maid of Honor,It HURTS being an Eagles fan 
THE BEST OF THE BEST,2024,5,Crazy Kat,106.6,97.83,Dirty Tone and  The Boys,106.56,104.94,Dirty Tone and  The Boys,Crazy Kat
THE BEST OF THE BEST,2024,5,The  Dream crusher,111.28,77.97,Taco Tuesday Everyday,107.94,123.37,Taco Tuesday Everyday,The  Dream crusher
THE BEST OF THE BEST,2024,5,Team Rodriguez,179.14,101.5,Wu-Tangs Killabeez,111.78,108.7,Wu-Tangs Killabeez,Team Rodriguez
THE BEST OF THE BEST,2024,5,The Upside Down,89.76,97.78,Peter Pan + the Lost Boys ,123.74,113.27,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2024,6,Terrell Suggs to be you,148.8,107.63,It HURTS being an Eagles fan ,131.42,105.62,Terrell Suggs to be you,Terrell Suggs to be you
THE BEST OF THE BEST,2024,6,Dirty Tone and  The Boys,116.28,101.38,Toon Squad,104.54,94.68,Dirty Tone and  The Boys,Dirty Tone and  The Boys
THE BEST OF THE BEST,2024,6,Taco Tuesday Everyday,112.38,116.54,sports,52.8,107.14,Taco Tuesday Everyday,Taco Tuesday Everyday
THE BEST OF THE BEST,2024,6,Wu-Tangs Killabeez,92.5,109.94,the   jadey bunch,60.52,64.41,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2024,6,Peter Pan + the Lost Boys ,117.06,119.04,Maid of Honor,103.58,104.91,Peter Pan + the Lost Boys ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2024,6,Team Rodriguez,113.56,118.23,Crazy Kat,108.64,91.15,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2024,6,The Upside Down,115.28,102.81,The  Dream crusher,59.74,75.08,The Upside Down,The Upside Down
THE BEST OF THE BEST,2024,7,Dirty Tone and  The Boys,88.58,112.79,Taco Tuesday Everyday,114.28,124.86,Taco Tuesday Everyday,Taco Tuesday Everyday
THE BEST OF THE BEST,2024,7,Terrell Suggs to be you,121.08,118.46,Wu-Tangs Killabeez,96.16,87.6,Terrell Suggs to be you,Terrell Suggs to be you
THE BEST OF THE BEST,2024,7,It HURTS being an Eagles fan ,98.8,109.62,Peter Pan + the Lost Boys ,116.6,104.34,It HURTS being an Eagles fan ,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2024,7,Toon Squad,111.46,92.35,Team Rodriguez,122.12,119.86,Team Rodriguez,Team Rodriguez
THE BEST OF THE BEST,2024,7,sports,100.04,115.67,The Upside Down,76.76,94.18,sports,sports
